payload,messages_sent,messages_resent,resend_ratio,success_reports,total_reports,efficiency,success_opm,total_opm,runtime,time_per_message,messages_per_second,time_per_op,success_ops,total_ops,goodput,throughput
10,257,0,0,1595,2321,0.687204,6.206226,9.031128,67.167,0.26135,3.826284,0.028939,23.74678,34.55566,76.22791,91.533045
10,257,0,0,1624,2338,0.694611,6.319066,9.097276,67.868,0.264078,3.786763,0.029028,23.928803,34.449225,75.440561,90.587611
10,257,0,0,1687,2353,0.716957,6.564202,9.155642,67.517,0.262712,3.806449,0.028694,24.9863,34.850482,75.832753,91.058548
10,257,0,0,1666,2380,0.7,6.48249,9.2607,68.567,0.266798,3.748159,0.02881,24.297403,34.710575,74.671489,89.664124
11,234,0,0,1314,2003,0.656016,5.615385,8.559829,61.528,0.26294,3.803147,0.030718,21.356131,32.554284,83.214146,98.426733
11,234,0,0,1370,2032,0.674213,5.854701,8.683761,61.237,0.261697,3.821219,0.030136,22.372095,33.182553,83.609582,98.894459
11,234,0,0,1407,2050,0.686341,6.012821,8.760684,61.883,0.264457,3.781329,0.030187,22.736454,33.12703,82.736777,97.862095
11,234,0,0,1415,2045,0.691932,6.047009,8.739316,61.387,0.262338,3.811882,0.030018,23.050483,33.313242,83.405281,98.652809
11,234,0,0,1377,2042,0.674339,5.884615,8.726496,62.016,0.265026,3.77322,0.03037,22.203947,32.926987,82.55934,97.652219
12,215,0,0,1136,1797,0.632165,5.283721,8.35814,57.347,0.26673,3.749106,0.031913,19.809232,31.335554,89.281043,104.277469
12,215,0,0,1182,1825,0.647671,5.497674,8.488372,57.737,0.268544,3.723782,0.031637,20.472141,31.608847,88.677971,103.573099
12,215,0,0,1187,1810,0.655801,5.52093,8.418605,57.127,0.265707,3.763544,0.031562,20.778266,31.683792,89.624871,104.679048
12,215,0,0,1176,1808,0.650442,5.469767,8.409302,57.457,0.267242,3.741929,0.031779,20.46748,31.46701,89.110117,104.077832
12,215,0,0,1198,1792,0.668527,5.572093,8.334884,56.487,0.26273,3.806185,0.031522,21.20842,31.724114,90.640324,105.865066
13,198,0,0,1012,1605,0.63053,5.111111,8.106061,53.192,0.268646,3.722364,0.033141,19.025417,30.17371,96.255076,111.144533
13,198,0,0,1028,1607,0.639701,5.191919,8.116162,52.706,0.266192,3.756688,0.032798,19.504421,30.489887,97.14264,112.169392
13,198,0,0,1016,1601,0.634603,5.131313,8.085859,52.766,0.266495,3.752416,0.032958,19.254823,30.341508,97.03218,112.041845
13,198,0,0,1040,1613,0.644761,5.252525,8.146465,52.836,0.266848,3.747445,0.032756,19.683549,30.528428,96.903626,111.893406
13,198,0,0,1053,1614,0.652416,5.318182,8.151515,52.587,0.265591,3.765189,0.032582,20.02396,30.691996,97.362466,112.423222
14,184,0,0,893,1468,0.608311,4.853261,7.978261,50.367,0.273734,3.653186,0.03431,17.729863,29.146068,101.653861,116.266603
14,184,0,0,867,1433,0.605024,4.711957,7.788043,49.347,0.26819,3.728697,0.034436,17.569457,29.039253,103.755041,118.669828
14,184,0,0,889,1428,0.622549,4.831522,7.76087,49.052,0.266587,3.751121,0.03435,18.123624,29.111963,104.379026,119.383511
14,184,0,0,892,1446,0.616874,4.847826,7.858696,49.238,0.267598,3.736951,0.034051,18.116089,29.367562,103.984727,118.932532
14,184,0,0,871,1427,0.610371,4.733696,7.755435,48.947,0.266016,3.759168,0.034301,17.794758,29.153983,104.602938,119.63961
15,172,0,0,779,1301,0.59877,4.52907,7.563953,46.022,0.26757,3.737343,0.035374,16.926687,28.269089,111.251141,126.200513
15,172,0,0,782,1306,0.598775,4.546512,7.593023,46.408,0.269814,3.706258,0.035534,16.850543,28.1417,110.325806,125.150836
15,172,0,0,801,1326,0.604072,4.656977,7.709302,46.756,0.271837,3.678672,0.035261,17.131491,28.359997,109.504663,124.219352
15,172,0,0,812,1340,0.60597,4.72093,7.790698,47.026,0.273407,3.657551,0.035094,17.267044,28.494875,108.875941,123.506146
15,172,0,0,793,1318,0.601669,4.610465,7.662791,46.486,0.270267,3.700039,0.03527,17.058899,28.352622,110.140688,124.940842
16,161,0,0,697,1170,0.595726,4.329193,7.267081,42.834,0.26605,3.758696,0.03661,16.27212,27.31475,119.531214,134.565999
16,161,0,0,678,1192,0.568792,4.21118,7.403727,43.552,0.270509,3.69673,0.036537,15.567597,27.369581,117.560617,132.347539
16,161,0,0,718,1198,0.599332,4.459627,7.440994,43.426,0.269727,3.707456,0.036249,16.533874,27.58716,117.901718,132.731543
16,161,0,0,719,1187,0.605729,4.465839,7.372671,43.306,0.268981,3.71773,0.036484,16.60278,27.409597,118.228421,133.09934
16,161,0,0,712,1196,0.595318,4.42236,7.428571,43.396,0.26954,3.710019,0.036284,16.407042,27.560144,117.983224,132.823302
